Benchmark,Predicted_Solver,Solved,Runtime,PAR2_Score
UFLIA/simplify2/front_end_suite/javafe.filespace.LookAheadEnum.005.smt2,cvc5,True,0.25138575211167336,0.25138575211167336
UFLIA/boogie/DoWhileBad_Test..ctor.smt2,cvc5,True,0.3117946940474212,0.3117946940474212
UFLIA/sledgehammer/FFT/smtlib.576434.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.785288.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.595631.smt2,iProver,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.ast.FormalParaDeclVec.005.smt2,cvc5,True,0.3819149020127952,0.3819149020127952
UFLIA/boogie/PureAxioms_B..ctor-level_2.smt2,cvc5,True,1.113841125043109,1.113841125043109
UFLIA/boogie/Immutable_test3.XY.M4_test3.Imtbl.smt2,cvc5,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.tc.TypeSig.038.smt2,cvc5,True,0.6322154998779297,0.6322154998779297
UFLIA/boogie/Array_test3.MyClass.M2_test3.MyClass.array2_notnull.smt2,cvc5,True,0.3111292060930282,0.3111292060930282
UFLIA/sledgehammer/StrongNorm/smtlib.813120.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.894923.smt2,cvc5,False,1200,2400
UFLIA/tokeneer/tokenreader/poll/checkcardstate-6.smt2,cvc5,True,0.24576113605871797,0.24576113605871797
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1214254.smt2,iProver,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.ast.InterfaceDecl.010.smt2,cvc5,True,2.5947569268755615,2.5947569268755615
UFLIA/simplify2/front_end_suite/javafe.ast.NewInstanceExpr.008.smt2,cvc5,True,15.006489655002952,15.006489655002952
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.984668.smt2,cvc5,True,0.3128329529426992,0.3128329529426992
UFLIA/sledgehammer/StrongNorm/smtlib.634785.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.740613.smt2,SMTInterpol,True,0.7739668320282362,0.7739668320282362
UFLIA/sledgehammer/QEpres/smtlib.1110828.smt2,SMTInterpol,True,0.5928031109506264,0.5928031109506264
UFLIA/sledgehammer/FFT/smtlib.899211.smt2,SMTInterpol,False,1200,2400
UFLIA/tokeneer/clock/splittime-4.smt2,SMTInterpol,False,1200,2400
UFLIA/sledgehammer/TwoSquares/smtlib.768507.smt2,cvc5,True,0.2615872249007225,0.2615872249007225
UFLIA/sledgehammer/Hoare/smtlib.1155711.smt2,cvc5,True,0.36049666488543153,0.36049666488543153
UFLIA/sledgehammer/QEpres/smtlib.846284.smt2,cvc5,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.tc.TypeCheck.014.smt2,cvc5,True,1.0578737100586295,1.0578737100586295
UFLIA/simplify2/front_end_suite/javafe.parser.ParseExpr.002.smt2,cvc5,True,1144.3607365801,1144.3607365801
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.848574.smt2,cvc5,True,0.26144694397225976,0.26144694397225976
UFLIA/sledgehammer/Hoare/smtlib.607317.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/TypeSafe/smtlib.906435.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/TwoSquares/smtlib.810431.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.781290.smt2,iProver,False,1200,2400
UFLIA/simplify/javafe.ast.Identifier.174.smt2,cvc5,True,0.28365172003395855,0.28365172003395855
UFLIA/simplify2/front_end_suite/javafe.tc.Types.058.smt2,cvc5,True,0.607345949858427,0.607345949858427
UFLIA/sledgehammer/StrongNorm/smtlib.845995.smt2,iProver,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.tc.EnvForCU.007.smt2,cvc5,True,0.40787869202904403,0.40787869202904403
UFLIA/sledgehammer/QEpres/smtlib.948072.smt2,cvc5,False,1200,2400
UFLIA/simplify/javafe.genericfile.ZipGenericFile.534.smt2,cvc5,True,0.2766981569584459,0.2766981569584459
UFLIA/tokeneer/latch/updatedevice-6.smt2,cvc5,False,1200,2400
UFLIA/tokeneer/admin/init-2.smt2,SMTInterpol,False,1200,2400
UFLIA/sexpr/SES.Atom..ctor_SES.Atom_notnull_System.Boolean.smt2,cvc5,True,38.72218710789457,38.72218710789457
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.558733.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.805568.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/QEpres/smtlib.591676.smt2,iProver,False,1200,2400
UFLIA/boogie/ModifiesClauses_ModifiesClauses..ctor.smt2,cvc5,True,0.35551492287777364,0.35551492287777364
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.012.smt2,cvc5,True,0.6378169958479702,0.6378169958479702
UFLIA/simplify2/front_end_suite/javafe.ast.PrimitiveType.009.smt2,cvc5,True,0.5433739800937474,0.5433739800937474
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1231197.smt2,cvc5,True,0.38575310981832445,0.38575310981832445
UFLIA/simplify/javafe.ast.ModifierPragmaVec.255.smt2,cvc5,True,0.32556949695572257,0.32556949695572257
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1370456.smt2,cvc5,False,1200,2400
UFLIA/simplify/javafe.tc.FlowInsensitiveChecks.686.smt2,cvc5,True,1.3305747378617525,1.3305747378617525
UFLIA/tokeneer/configdata/validatefile/readfilesize-5.smt2,SMTInterpol,True,1.242187833006028,1.242187833006028
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.937707.smt2,cvc5,True,0.2611870679538697,0.2611870679538697
UFLIA/tokeneer/keystore/addkey-9.smt2,cvc5,False,1200,2400
UFLIA/simplify2/small_suite/main.smt2,cvc5,True,0.7133851530961692,0.7133851530961692
UFLIA/sledgehammer/TwoSquares/smtlib.616520.smt2,cvc5,False,1200,2400
UFLIA/tokeneer/keystore/delete-3.smt2,SMTInterpol,False,1200,2400
UFLIA/simplify/javafe.ast.VarInitVec.438.smt2,cvc5,True,1.1559949840884656,1.1559949840884656
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.857976.smt2,iProver,False,1200,2400
UFLIA/sledgehammer/TypeSafe/smtlib.779425.smt2,cvc5,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.ast.ExprObjectDesignator.001.smt2,cvc5,True,4.986836900003254,4.986836900003254
UFLIA/tokeneer/display/combinelines-12.smt2,SMTInterpol,True,0.6700675670290366,0.6700675670290366
UFLIA/boogie/DynamicTypes_DynamicTypes.N0.smt2,cvc5,True,0.3855205250438303,0.3855205250438303
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/z3.1517975.smt2,cvc5,True,0.25907342694699764,0.25907342694699764
UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.006.smt2,cvc5,True,14.115156712010503,14.115156712010503
UFLIA/sledgehammer/Hoare/smtlib.995870.smt2,cvc5,True,0.4446615930646658,0.4446615930646658
UFLIA/sledgehammer/FFT/smtlib.964073.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/Hoare/smtlib.1136851.smt2,cvc5,False,1200,2400
UFLIA/boogie/AssertFalse_AssertFalseTest..ctor.smt2,cvc5,True,0.33791593299247324,0.33791593299247324
UFLIA/simplify2/small_suite/fastclose.smt2,cvc5,True,14.113287498010322,14.113287498010322
UFLIA/sledgehammer/NS_Shared/smtlib.674258.smt2,cvc5,True,0.4006200551521033,0.4006200551521033
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorInvocation.008.smt2,cvc5,True,0.4490941599942744,0.4490941599942744
UFLIA/boogie/Types_Types.P8_System.Object.array_notnull_System.Int32.array_notnull_A.array_notnull_J.array_notnull_B.array_notnull-orderStrength_1.smt2,cvc5,False,1200,2400
UFLIA/boogie/Bag2_Bag..ctor_System.Int32.array_notnull.smt2,cvc5,False,1200,2400
UFLIA/tokeneer/configdata/writefile/workinghourstext-1.smt2,SMTInterpol,True,1.3442165110027418,1.3442165110027418
UFLIA/simplify2/front_end_suite/javafe.parser.TokenQueue.008.smt2,cvc5,True,0.4884953638538718,0.4884953638538718
UFLIA/simplify/javafe.filespace.FilterEnum.465.smt2,cvc5,True,0.24279051600024104,0.24279051600024104
UFLIA/sledgehammer/TypeSafe/smtlib.817940.smt2,cvc5,False,1200,2400
UFLIA/boogie/equiv5_MPrime-infer_e-vc_local.smt2,SMTInterpol,True,1.1730961540015414,1.1730961540015414
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.901135.smt2,cvc5,False,1200,2400
UFLIA/simplify/javafe.ast.BlockStmt.51.smt2,cvc5,True,0.6170290547888726,0.6170290547888726
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.003.smt2,cvc5,True,1.9537678000051528,1.9537678000051528
UFLIA/boogie/ExposeVersion_X.FieldUpdateByObjectCreationWithMethodQueryFails_X_notnull-level_2.smt2,cvc5,False,1200,2400
UFLIA/boogie/BClient_Client.Q_MyClass_notnull_System.Boolean_System.Boolean.smt2,cvc5,False,1200,2400
UFLIA/simplify2/front_end_suite/javafe.filespace.PkgTree.007.smt2,cvc5,True,0.2899262390565127,0.2899262390565127
UFLIA/simplify2/front_end_suite/javafe.parser.test.TestExpr.003.smt2,cvc5,True,0.8602589201182127,0.8602589201182127
UFLIA/grasshopper/instantiated/difference_postcondition_of_difference_43_8.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.745445.smt2,SMTInterpol,True,684.3132152479957,684.3132152479957
UFLIA/sledgehammer/QEpres/smtlib.1186493.smt2,cvc5,False,1200,2400
UFLIA/sledgehammer/TwoSquares/smtlib.820489.smt2,cvc5,True,98.98642455018125,98.98642455018125
UFLIA/sledgehammer/QEpres/smtlib.693412.smt2,SMTInterpol,True,0.6368475870112889,0.6368475870112889
UFLIA/grasshopper/uninstantiated/difference_postcondition_of_difference_43_8.smt2,cvc5,False,1200,2400
UFLIA/boogie/StrictReadOnly_C1.X1.smt2,cvc5,True,0.3855270950589329,0.3855270950589329
UFLIA/tokeneer/tokenreader/poll/processreaderstatechange-6.smt2,cvc5,True,0.23217996302992105,0.23217996302992105
UFLIA/simplify2/front_end_suite/javafe.ast.ExprVec.001.smt2,cvc5,True,1.0698658239562064,1.0698658239562064
UFLIA/simplify2/front_end_suite/javafe.ast.MethodInvocation.006.smt2,cvc5,True,0.5544758338946849,0.5544758338946849
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1331541.smt2,cvc5,False,1200,2400
UFLIA/simplify/javafe.tc.EnvForTypeSig.669.smt2,cvc5,True,0.4732238780707121,0.4732238780707121
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.009.smt2,cvc5,True,0.5288103339262307,0.5288103339262307
UFLIA/tokeneer/enclave/init-3.smt2,SMTInterpol,True,1.3894783509895205,1.3894783509895205
UFLIA/simplify2/front_end_suite/javafe.ast.FieldAccess.002.smt2,cvc5,True,0.45872552087530494,0.45872552087530494
UFLIA/sledgehammer/Arrow_Order/smtlib.756080.smt2,cvc5,True,0.30481583904474974,0.30481583904474974
UFLIA/tokeneer/auditlog/addelementtologfile-8.smt2,cvc5,False,1200,2400
