Benchmark,Predicted_Solver,Solved,Runtime,PAR2_Score
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0169.smt2,Z3alpha,True,0.26575175498146564,0.26575175498146564
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_global_10.smt2,SMTInterpol,True,0.9504619080107659,0.9504619080107659
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_lemmas_global_6.smt2,SMTInterpol,True,1.0194391569821164,1.0194391569821164
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0418.smt2,Z3alpha,True,0.267678087024251,0.267678087024251
QF_NRA/20161105-Sturm-MBO/mbo_E10E27.smt2,SMTInterpol,True,0.7989041280234233,0.7989041280234233
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0308.smt2,Z3alpha,True,0.26799765502801165,0.26799765502801165
QF_NRA/20200911-Pine/1599122164185255000.smt2,Z3alpha,True,0.28557419299613684,0.28557419299613684
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_Bessack_2_m1.smt2,Z3alpha,True,0.2651478420011699,0.2651478420011699
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_15.smt2,Yices2,True,0.2327120560221374,0.2327120560221374
QF_NRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration1_Loop_3-pieceTemplate.smt2,SMTInterpol,True,4.181219864054583,4.181219864054583
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_global_11.smt2,SMTInterpol,True,0.8897913889959455,0.8897913889959455
QF_NRA/kissing/kissing_2_6.smt2,SMTInterpol,True,0.4418922489276156,0.4418922489276156
QF_NRA/hycomp/ball_count_2d_plain.03.redlog_global_10.smt2,SMTInterpol,True,1.0241561060538515,1.0241561060538515
QF_NRA/meti-tarski/sin/344/4/sin-344-4-chunk-0024.smt2,Z3alpha,True,0.27111756600788794,0.27111756600788794
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0098.smt2,Z3alpha,True,0.2684479979798198,0.2684479979798198
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0265.smt2,Z3alpha,True,0.30485479801427573,0.30485479801427573
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0209.smt2,Z3alpha,True,0.26769162600976415,0.26769162600976415
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0610.smt2,Z3alpha,True,0.2840514619892929,0.2840514619892929
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0348.smt2,SMTInterpol,True,0.4127663690596819,0.4127663690596819
QF_NRA/LassoRanker/CooperatingT2/fun4.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2,SMTInterpol,True,1.0849146110704169,1.0849146110704169
QF_NRA/hycomp/ball_count_1d_plain.02.redlog_global_11.smt2,SMTInterpol,True,0.9610429229214787,0.9610429229214787
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0145.smt2,Z3alpha,True,0.2672346100152936,0.2672346100152936
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_SignPattern_1p_4m_1w_7p_p.smt2,Z3alpha,True,0.2749279149866197,0.2749279149866197
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0295.smt2,Z3alpha,True,0.2651654880028218,0.2651654880028218
QF_NRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2,Z3alpha,True,66.55491008600802,66.55491008600802
QF_NRA/hycomp/etcs_braking_2.01.qfree_global_11.smt2,SMTInterpol,True,1.7394476500339806,1.7394476500339806
QF_NRA/hycomp/ball_count_2d_hill_simple.04.redlog_global_8.smt2,SMTInterpol,True,0.8472295369720086,0.8472295369720086
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0430.smt2,SMTInterpol,True,0.4600724120391533,0.4600724120391533
QF_NRA/hycomp/ball_count_2d_plain.10.seq_lazy_linear_enc_global_10.smt2,SMTInterpol,True,0.9914999740431085,0.9914999740431085
QF_NRA/2019-ezsmt/reverseFolding/31-reverse_folding-0-0.smt2,Yices2,True,1.5638274759985507,1.5638274759985507
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_13.smt2,Yices2,True,0.22814265999477357,0.22814265999477357
QF_NRA/20161105-Sturm-MBO/mbo_E2E15.smt2,SMTInterpol,True,2.280791918048635,2.280791918048635
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0063.smt2,Z3alpha,True,0.2665627679962199,0.2665627679962199
